title,deal_date,community,house_type,floor,area,building_type,orientation,build_year,lianjia_id,listing_time,last_transaction_duration,transaction_price,history_trade_count,listed_price,transaction_duration,price_change_count,visit_count,follower_count,page_view_count
畅柳园 1室1厅 54.25平米,2016.08.15,畅柳园,1室1厅1厨1卫,中楼层(共14层),54.25㎡,板塔结合,北,2003,101100347484,2016-07-24,满五年,448,1,450,23,1,7,12,暂无数据
畅柳园 3室2厅 121.49平米,2016.08.15,畅柳园,3室2厅1厨1卫,中楼层(共16层),121.49㎡,塔楼,东 南,2004,101091817542,2016-03-22,满五年,960,1,971,147,1,14,37,暂无数据
畅柳园 1室1厅 59.06平米,2016.08.16,畅柳园,1室1厅1厨1卫,中楼层(共14层),59.06㎡,板塔结合,东,2003,101100432013,2016-08-12,满五年,475,1,480,4,0,3,5,暂无数据
畅柳园 3室1厅 104.85平米,2016.08.17,畅柳园,3室1厅1厨1卫,低楼层(共16层),104.85㎡,板塔结合,南 西,2003,101091880534,2016-03-30,满五年,860,1,870,141,1,37,57,2
畅柳园 2室1厅 72.46平米,2016.08.24,畅柳园,2室1厅1厨1卫,中楼层(共14层),72.46㎡,板塔结合,西,2003,101092347170,2016-06-08,满五年,585,1,590,78,0,11,13,1
畅柳园 2室1厅 72.19平米,2016.07.31,畅柳园,2室1厅1厨1卫,高楼层(共14层),72.19㎡,板塔结合,西,2003,101091521839,2016-01-30,满五年,579,1,598,184,1,44,22,暂无数据
畅柳园 2室1厅 64.91平米,2016.06.25,畅柳园,2室1厅1厨1卫,低楼层(共16层),64.91㎡,塔楼,东北,2002,101092025299,2016-04-19,满五年,480,1,480,68,0,20,26,1
畅柳园 1室1厅 55.83平米,2016.06.26,畅柳园,1室1厅1厨1卫,中楼层(共12层),55.83㎡,板塔结合,西,2004,101092197343,2016-05-15,满五年,448,2,460,42,1,16,21,暂无数据
畅柳园 2室1厅 65.49平米,2016.07,畅柳园,2室1厅1厨1卫,中楼层(共14层),65.49㎡,板塔结合,南 北,2004,BJXC92245697,暂无数据,满五年,494-546,1,512,暂无数据,1,0,30,暂无数据
畅柳园 2室1厅 67平米,2016.07.25,畅柳园,2室1厅1厨1卫,低楼层(共16层),67㎡,塔楼,西 北,2002,101091659621,2016-03-01,满五年,526,1,528,146,1,31,49,1
畅柳园 2室1厅 65.95平米,2016.07.28,畅柳园,2室1厅1厨1卫,低楼层(共14层),65.95㎡,板塔结合,南 北,2004,101092303351,2016-06-01,满五年,528,1,550,58,1,44,52,暂无数据
畅柳园 --室--厅 121.49平米,2016.06,畅柳园,- -室- -厅,底层(共16层),121.49㎡,塔楼,暂无数据,2004,BJ0001891875,2016-06-01,暂无数据,851-860,1,暂无数据,1,0,0,0,暂无数据
畅柳园 1室1厅 55.34平米,2016.06.17,畅柳园,1室1厅1厨1卫,中楼层(共14层),55.34㎡,板塔结合,西,2004,101091840127,2016-03-24,满五年,435,1,440,85,1,53,59,暂无数据
畅柳园 2室1厅 70.49平米,2016.06.24,畅柳园,2室1厅1厨1卫,中楼层(共16层),70.49㎡,板塔结合,南 北,2003,101091938891,2016-04-07,满五年,560,1,570,79,0,41,58,暂无数据
畅柳园 2室1厅 66.05平米,2016.06.25,畅柳园,2室1厅1厨1卫,低楼层(共14层),66.05㎡,板塔结合,南,2004,101100185161,2016-06-15,满五年,545,1,550,11,1,13,5,1
畅柳园 1室1厅 55.34平米,2016.05.01,畅柳园,1室1厅1厨1卫,中楼层(共14层),55.34㎡,板塔结合,西,2004,BJXC91846836,2016-05-02,满两年,419,2,423,暂无数据,1,0,12,暂无数据
畅柳园 2室1厅 83.32平米,2016.05,畅柳园,2室1厅1厨1卫,中楼层(共16层),83.32㎡,板塔结合,南 西,2003,BJXC91640753,2016-05-01,满五年,637-704,1,690,1,1,0,19,1
畅柳园 1室1厅 52.24平米,2016.05.14,畅柳园,1室1厅1厨1卫,低楼层(共16层),52.24㎡,塔楼,南,2002,BJXC91918627,2016-05-14,满五年,459,1,460,1,0,0,16,暂无数据
畅柳园 2室1厅 66.65平米,2016.05.19,畅柳园,2室1厅1厨1卫,低楼层(共14层),66.65㎡,板塔结合,南 北,2004,BJXC91929665,2016-05-19,满五年,522,1,535,1,1,0,65,1
畅柳园 2室1厅 66.34平米,2016.05.22,畅柳园,2室1厅1厨1卫,中楼层(共10层),66.34㎡,板塔结合,南 北,2004,BJXC92177043,2016-05-22,满五年,525,1,530,1,0,0,4,暂无数据
畅柳园 2室1厅 66.89平米,2016.05.27,畅柳园,2室1厅1厨1卫,低楼层(共16层),66.89㎡,塔楼,东 南,2003,BJXC91938873,2016-05-27,满五年,495,1,515,1,1,0,25,暂无数据
畅柳园 2室1厅 64.61平米,2016.03.05,畅柳园,2室1厅1厨1卫,中楼层(共14层),64.61㎡,板塔结合,西,2004,BJXC91543245,2016-03-06,满五年,510,1,510,暂无数据,1,0,32,暂无数据
畅柳园 3室2厅 133.49平米,2016.03.07,畅柳园,3室2厅1厨2卫,高楼层(共9层),133.49㎡,板楼,南 北,2004,BJXC91702197,2016-03-07,满五年,1020,1,1050,1,0,0,2,暂无数据
畅柳园 2室1厅 69.6平米,2016.03.08,畅柳园,2室1厅1厨1卫,高楼层(共16层),69.6㎡,板塔结合,南 北,2003,BJXC91589050,2016-03-08,满五年,565,2,570,1,0,0,3,暂无数据
畅柳园 2室1厅 110.37平米,2016.03.08,畅柳园,2室1厅1厨1卫,低楼层(共16层),110.37㎡,塔楼,东,2004,BJXC91648749,2016-03-08,满五年,720,1,720,1,0,0,2,暂无数据
